transcript	chr	strand	start	end	exon	gene
NM_001005368.2	chr10	-	43644049	43646133	3	ZNF32
NM_001005413.1	chr10	-	56358417	56361236	9	ZWINT
NM_001005463.2	chr10	-	129837928	129963768	16	EBF3
NM_001005751.2	chr10	+	50068005	50132945	31	FAM21A
NM_001006939.3	chr10	-	48910236	48914155	2	LRRC18
NM_001007094.2	chr10	+	38096617	38118837	8	ZNF37A
NM_001007271.1	chr10	-	75105668	75109157	8	DUSP13
NM_001007272.1	chr10	-	75094675	75109157	4	DUSP13
NM_001007273.1	chr10	-	75094675	75104076	6	DUSP13
NM_001007793.2	chr10	+	123154917	123165056	8	BUB3
NM_001008211.1	chr10	+	13109122	13136866	16	OPTN
NM_001008212.1	chr10	+	13109122	13136866	15	OPTN
NM_001008213.1	chr10	+	13109122	13136866	16	OPTN
NM_001008541.1	chr10	+	110228223	110284987	5	MXI1
NM_001008723.1	chr10	+	104353897	104454530	18	CFAP58
NM_001009941.2	chr10	-	5878129	5889354	7	ANKRD16
NM_001009943.2	chr10	-	5878221	5889354	6	ANKRD16
NM_001009997.2	chr10	+	97589897	97590569	1	C10orf62
NM_001010848.3	chr10	+	81875340	82985605	9	NRG3
NM_001010863.2	chr10	-	49155884	49188336	6	C10orf128
NM_001010896.2	chr10	-	21125822	21146508	2	C10orf113
NM_001010908.1	chr10	-	16514527	16521065	2	C1QL3
NM_001010911.2	chr10	-	21495599	21496814	2	CASC10
NM_001010912.2	chr10	-	122697732	122699790	3	C10orf120
NM_001010917.2	chr10	+	97850303	97865700	5	GOLGA7B
NM_001010924.1	chr10	-	15212914	15371052	8	FAM171A1
NM_001010939.2	chr10	+	88590687	88606907	11	LIPJ
NM_001010987.2	chr10	+	89378135	89384738	2	IFIT1B
NM_001011663.1	chr10	-	103303904	103351066	10	PCGF6
NM_001011709.2	chr10	+	116428012	116477153	12	PNLIPRP3
NM_001012508.3	chr10	-	133423225	133423681	2	SPRN
NM_001012720.1	chr10	+	84245090	84258639	7	RGR
NM_001012722.1	chr10	+	84245090	84258639	6	RGR
NM_001012750.2	chr10	-	26748569	26860863	11	ABI1
NM_001012751.2	chr10	-	26748569	26860863	10	ABI1
NM_001012752.2	chr10	-	26748569	26860863	10	ABI1
NM_001012973.1	chr10	+	80132762	80144910	4	PLAC9
NM_001013031.2	chr10	-	106577220	107164526	27	SORCS1
NM_001013848.3	chr10	+	92834738	93058355	23	EXOC6
NM_001014797.2	chr10	-	76877868	77637642	29	KCNMA1
NM_001015880.1	chr10	+	87659981	87745970	13	PAPSS2
NM_001017423.1	chr10	-	95606761	95653377	18	ALDH18A1
NM_001017520.1	chr10	+	96304497	96338224	11	DNTT
NM_001017924.3	chr10	-	84221919	84225520	3	LRIT2
NM_001017962.2	chr10	-	73008221	73074883	15	P4HA1
NM_001018039.1	chr10	-	7163769	7381898	21	SFMBT2
NM_001018071.3	chr10	-	48157321	48274567	29	FRMPD2
NM_001024593.1	chr10	-	73424552	73428284	7	MSS51
NM_001024628.2	chr10	-	33197638	33334382	12	NRP1
NM_001024629.2	chr10	-	33197638	33334382	11	NRP1
NM_001025076.2	chr10	+	11165504	11329053	14	CELF2
NM_001025077.2	chr10	+	11005387	11329053	13	CELF2
NM_001026.4	chr10	+	78033901	78040626	5	RPS24
NM_001026383.2	chr10	+	32451642	32574435	18	CCDC7
NM_001029880.2	chr10	-	7163769	7381898	21	SFMBT2
NM_001029888.1	chr10	+	122911634	122912954	3	FAM24A
NM_001029954.2	chr10	-	14819979	14837946	4	CDNF
NM_001030013.1	chr10	+	127549368	127552639	3	NPS
NM_001030015.2	chr10	+	86654783	86665751	11	OPN4
NM_001030059.2	chr10	+	120457305	120589502	7	PLPP4
NM_001031683.3	chr10	+	89332622	89340128	2	IFIT3
NM_001031709.2	chr10	-	88285353	88583190	7	RNLS
NM_001031746.4	chr10	-	49019649	49115485	8	VSTM4
NM_001033083.1	chr10	-	68285258	68306844	9	PBLD
NM_001033855.2	chr10	-	14908407	14954010	14	DCLRE1C
NM_001033857.2	chr10	-	14908407	14936539	15	DCLRE1C
NM_001033858.2	chr10	-	14908407	14936539	16	DCLRE1C
NM_001033886.2	chr10	-	44375938	44385005	4	CXCL12
NM_001033925.1	chr10	-	119575664	119596465	12	TIAL1
NM_001034842.3	chr10	-	27398293	27414250	4	PTCHD3
NM_001034954.1	chr10	-	95315058	95441135	31	SORBS1
NM_001034955.1	chr10	-	95315058	95441135	31	SORBS1
NM_001034956.1	chr10	-	95315058	95441135	28	SORBS1
NM_001034957.1	chr10	-	95315058	95441135	22	SORBS1
NM_001035260.2	chr10	+	69124277	69171184	8	VPS26A
NM_001037537.1	chr10	-	13278300	13294541	8	PHYH
NM_001039380.3	chr10	-	45000377	45000859	2	C10orf25
NM_001039702.2	chr10	+	15047288	15073229	8	OLAH
NM_001039762.2	chr10	-	127137836	127176395	6	FAM196A
NM_001039844.2	chr10	-	15078529	15088728	4	ACBD7
NM_001040084.2	chr10	-	47468846	47483933	12	ANXA8
NM_001040102.2	chr10	-	96345940	96358896	4	OPALIN
NM_001040103.2	chr10	-	96345940	96353455	7	OPALIN
NM_001040177.2	chr10	+	4826324	4847530	10	AKR1E2
NM_001040273.2	chr10	-	70140110	70146586	2	TYSND1
NM_001042357.4	chr10	+	46932499	47000741	11	PTPN20
NM_001042358.4	chr10	+	46911835	47000741	10	PTPN20
NM_001042359.3	chr10	+	46911835	47000741	8	PTPN20
NM_001042360.3	chr10	+	46911835	47000741	5	PTPN20
NM_001042361.4	chr10	+	46911835	47000710	8	PTPN20
NM_001042362.3	chr10	+	46911835	47000710	6	PTPN20
NM_001042363.4	chr10	+	46946578	47000741	10	PTPN20
NM_001042364.4	chr10	+	46946578	47000710	7	PTPN20
NM_001042365.3	chr10	+	46946578	47000710	4	PTPN20
NM_001042417.1	chr10	-	68378561	68407189	12	RUFY2
NM_001042427.1	chr10	+	49679697	49694602	3	C10orf53
NM_001042465.2	chr10	-	71817440	71851221	15	PSAP
NM_001042466.2	chr10	-	71817440	71851221	15	PSAP
NM_001042473.3	chr10	-	27197429	27240394	13	ACBD5
NM_001042512.2	chr10	-	48157321	48174977	6	FRMPD2
NM_001047160.2	chr10	+	5412692	5456994	12	NET1
NM_001057.2	chr10	-	69404825	69416323	5	TACR2
NM_001077494.3	chr10	+	102395959	102402376	23	NFKB2
NM_001077665.2	chr10	+	49988715	50010186	8	AGAP6
NM_001079516.3	chr10	+	50742924	50754740	6	ASAH2B
NM_001080114.1	chr10	+	86668691	86732976	13	LDB3
NM_001080115.1	chr10	+	86668691	86699374	7	LDB3
NM_001080116.1	chr10	+	86668691	86699374	8	LDB3
NM_001080449.2	chr10	-	68415038	68471864	21	DNA2
NM_001080491.3	chr10	-	11462440	11532232	14	USP6NL
NM_001080512.2	chr10	+	58513143	58828891	21	BICC1
NM_001080518.1	chr10	+	88724543	88752756	9	LIPK
NM_001080836.2	chr10	+	14966468	14972641	3	MEIG1
NM_001080998.1	chr10	-	133625098	133626742	4	FRG2B
NM_001081.3	chr10	-	16824974	17129765	67	CUBN
NM_001083116.1	chr10	-	70598052	70600902	3	PRF1
NM_001083591.1	chr10	+	11165504	11329053	14	CELF2
NM_001083909.2	chr10	+	133088909	133129511	7	ADGRA1
NM_001083913.1	chr10	+	102744053	102813331	4	WBP1L
NM_001083914.2	chr10	-	124989517	125039054	11	CTBP2
NM_001093770.2	chr10	+	79611619	79614113	6	SFTPA1
NM_001097590.2	chr10	+	15103314	15104166	3	RPP38
NM_001098175.1	chr10	+	95711956	95866383	10	ENTPD1
NM_001098204.1	chr10	-	43386636	43387884	4	HNRNPF
NM_001098205.1	chr10	-	43386636	43387884	4	HNRNPF
NM_001098206.1	chr10	-	43386636	43387884	4	HNRNPF
NM_001098207.1	chr10	-	43386636	43387884	4	HNRNPF
NM_001098208.1	chr10	-	43386636	43387884	3	HNRNPF
NM_001098483.2	chr10	-	133355369	133358007	6	FUOM
NM_001098500.2	chr10	+	24219795	24546324	19	KIAA1217
NM_001098512.2	chr10	+	50991378	52293900	18	PRKG1
NM_001098637.1	chr10	+	132397226	132417074	3	PWWP2B
NM_001098668.3	chr10	-	79557208	79559483	6	SFTPA2
NM_001098831.1	chr10	-	97616262	97619653	5	MORN4
NM_001098844.2	chr10	+	17752295	17796504	4	TMEM236
NM_001098845.2	chr10	+	46375851	46390930	12	ANXA8L1
NM_001099282.1	chr10	-	43556702	43558079	4	ZNF239
NM_001099283.1	chr10	-	43556702	43558079	2	ZNF239
NM_001099284.1	chr10	-	43556702	43558079	3	ZNF239
NM_001099338.1	chr10	+	87225830	87234708	7	NUTM2A
NM_001099667.1	chr10	+	122454727	122456933	2	ARMS2
NM_001099692.1	chr10	+	79512649	79513114	1	EIF5AL1
NM_001100626.1	chr10	-	100152130	100185626	12	ERLIN1
NM_001100912.1	chr10	-	13441742	13500069	8	BEND7
NM_001102469.1	chr10	+	88761405	88778242	9	LIPN
NM_001104546.1	chr10	+	90871986	90903262	14	RPP30
NM_001105521.3	chr10	+	132104808	132167033	25	JAKMIP3
NM_001105574.1	chr10	+	123136050	123137731	2	HMX3
NM_001109.4	chr10	-	133263155	133276817	23	ADAM8
NM_001112704.1	chr10	-	117134007	117138056	3	VAX1
NM_001113407.2	chr10	-	102108092	102120110	11	LDB1
NM_001114094.1	chr10	-	96191972	96271398	16	BLNK
NM_001114133.2	chr10	-	73646717	73655922	4	SYNPO2L
NM_001115156.1	chr10	-	5766005	5813258	10	GDI2
NM_001121.3	chr10	+	110100653	110133618	14	ADD3
NM_001123.3	chr10	+	74176872	74708445	11	ADK
NM_001123376.2	chr10	+	44911512	44935134	5	TMEM72
NM_001126049.1	chr10	-	87861950	87862487	1	KLLN
NM_001127182.1	chr10	+	93500051	93528153	9	CEP55
NM_001127211.2	chr10	-	116886343	117005079	17	SHTN1
NM_001127384.2	chr10	-	65920329	67647513	18	CTNNA3
NM_001127605.2	chr10	-	89214827	89247648	10	LIPA
NM_001128128.2	chr10	+	31321525	31527264	9	ZEB1
NM_001128202.2	chr10	-	125655899	125682989	4	TEX36
NM_001128215.1	chr10	+	88802896	88820501	9	LIPM
NM_001128309.1	chr10	+	80489233	80517976	6	TSPAN14
NM_001128324.2	chr10	-	45616435	45663725	10	ZFAND4
NM_001128925.1	chr10	+	94683819	94735444	8	CYP2C18
NM_001129742.1	chr10	-	103473212	103479032	3	CALHM3
NM_001129981.2	chr10	+	97572707	97583725	8	ANKRD2
NM_001130103.1	chr10	+	69802423	69958701	40	COL13A1
NM_001130159.2	chr10	+	68827623	68892609	4	STOX1
NM_001130160.2	chr10	+	68827623	68892635	3	STOX1
NM_001130161.2	chr10	+	68827623	68892736	5	STOX1
NM_001130446.2	chr10	+	95913425	95938209	8	C10orf131
NM_001134363.2	chr10	+	110644454	110835978	14	RBM20
NM_001134366.1	chr10	+	26216809	26300961	16	GAD2
NM_001134373.2	chr10	-	103089671	103174958	18	NT5C2
NM_001134375.1	chr10	+	96044393	96058241	6	CCNJ
NM_001134376.1	chr10	+	96044393	96058241	6	CCNJ
NM_001134434.1	chr10	-	72086947	72088328	3	SPOCK2
NM_001134658.1	chr10	+	93894033	93901490	3	SLC35G1
NM_001134670.1	chr10	+	97584703	97611659	3	HOGA1
NM_001134672.1	chr10	-	118310856	118336415	8	FAM204A
NM_001135051.1	chr10	+	114822078	114899514	17	FAM160B1
NM_001135196.1	chr10	+	49322545	49326853	3	C10orf71
NM_001135241.2	chr10	-	5000409	5003835	4	AKR1C2
NM_001135752.1	chr10	-	73134582	73163937	15	ECD
NM_001135753.1	chr10	-	73134582	73163937	13	ECD
NM_001136123.1	chr10	+	100913110	100959571	19	SLF2
NM_001136177.2	chr10	-	62813206	62816029	3	EGR2
NM_001136178.1	chr10	-	62813206	62816029	4	EGR2
NM_001136179.2	chr10	-	62813206	62815879	3	EGR2
NM_001136200.1	chr10	+	102854286	102862924	5	BORCS7
NM_001137548.2	chr10	-	47995377	47999765	3	FAM25C
NM_001137549.1	chr10	-	47487274	47491674	3	FAM25G
NM_001141945.2	chr10	-	88935222	88948930	9	ACTA2
NM_001142282.1	chr10	+	78033901	78040206	7	RPS24
NM_001142283.1	chr10	+	78033901	78037970	8	RPS24
NM_001142284.1	chr10	+	78033901	78037970	7	RPS24
NM_001142285.1	chr10	+	78033901	78055010	5	RPS24
NM_001142308.2	chr10	+	19048938	19734237	40	MALRD1
NM_001142353.2	chr10	-	73438241	73495889	14	PPP3CB
NM_001142354.2	chr10	-	73438241	73495889	13	PPP3CB
NM_001142434.1	chr10	-	101786450	101818022	15	MGEA5
NM_001142498.1	chr10	+	67891497	67916593	8	SIRT1
NM_001142595.1	chr10	-	73008221	73074883	16	P4HA1
NM_001142596.1	chr10	-	73008221	73074883	14	P4HA1
NM_001142627.2	chr10	+	12129787	12169327	12	SEC61A2
NM_001142628.1	chr10	+	12129787	12164454	11	SEC61A2
NM_001142648.1	chr10	-	70152475	70161915	8	SAR1A
NM_001142763.1	chr10	-	53821857	54664262	35	PCDH15
NM_001142764.1	chr10	-	53821857	54664262	34	PCDH15
NM_001142765.1	chr10	-	53821857	54664262	32	PCDH15
NM_001142766.1	chr10	-	53821857	54664262	32	PCDH15
NM_001142767.1	chr10	-	53821857	54664262	31	PCDH15
NM_001142768.1	chr10	-	53821857	54664262	33	PCDH15
NM_001142769.1	chr10	-	53808691	54664262	37	PCDH15
NM_001142770.1	chr10	-	53809479	54664262	36	PCDH15
NM_001142771.1	chr10	-	53806578	54664262	36	PCDH15
NM_001142772.1	chr10	-	53806578	54664262	35	PCDH15
NM_001142773.1	chr10	-	53821857	54664262	32	PCDH15
NM_001142929.1	chr10	+	49616569	49665046	15	CHAT
NM_001142933.1	chr10	+	49616052	49665046	16	CHAT
NM_001142934.1	chr10	+	49616569	49665046	16	CHAT
NM_001143757.1	chr10	+	132333524	132375242	11	LRRC27
NM_001143758.1	chr10	+	132333524	132352960	8	LRRC27
NM_001143759.1	chr10	+	132333524	132351737	9	LRRC27
NM_001143763.1	chr10	-	133554289	133565529	13	SYCE1
NM_001143764.1	chr10	-	133554991	133565529	13	SYCE1
NM_001143766.1	chr10	-	30844960	30877034	8	ZNF438
NM_001143767.1	chr10	-	30844960	30877034	6	ZNF438
NM_001143768.1	chr10	-	30844960	30877034	7	ZNF438
NM_001143769.1	chr10	-	30844960	30850257	8	ZNF438
NM_001143770.1	chr10	-	30844960	30857686	9	ZNF438
NM_001143771.1	chr10	-	30844960	30857686	8	ZNF438
NM_001143773.1	chr10	-	59247613	59352344	15	FAM13C
NM_001143774.1	chr10	+	59177590	59245591	5	PHYHIPL
NM_001143909.1	chr10	+	103245996	103246683	1	RPEL1
NM_001143973.1	chr10	-	95664066	95693899	10	TCTN3
NM_001143974.1	chr10	-	50187314	50248610	19	ASAH2
NM_001143996.1	chr10	-	49735227	49758592	22	OGDHL
NM_001143997.1	chr10	-	49735227	49751948	21	OGDHL
NM_001144000.1	chr10	-	73674598	73697755	8	AGAP5
NM_001144913.1	chr10	-	121482171	121593817	17	FGFR2
NM_001144914.1	chr10	-	121479856	121593817	15	FGFR2
NM_001144915.1	chr10	-	121479580	121593817	17	FGFR2
NM_001144916.1	chr10	-	121479856	121593817	15	FGFR2
NM_001144917.1	chr10	-	121479856	121593817	16	FGFR2
NM_001144918.1	chr10	-	121479856	121593817	16	FGFR2
NM_001144919.1	chr10	-	121482171	121593817	17	FGFR2
NM_001145031.2	chr10	+	73911891	73916565	10	PLAU
NM_001145114.1	chr10	-	97357093	97401231	32	RRP12
NM_001145195.1	chr10	+	17953276	18042833	13	SLC39A12
NM_001145201.1	chr10	+	133347417	133352440	5	PRAP1
NM_001145260.1	chr10	-	46009146	46027465	12	NCOA4
NM_001145261.1	chr10	-	46006591	46027465	11	NCOA4
NM_001145262.1	chr10	-	46006591	46016680	10	NCOA4
NM_001145263.1	chr10	-	46006591	46016680	10	NCOA4
NM_001145373.2	chr10	+	23439457	23440903	1	OTUD1
NM_001145443.2	chr10	+	6144997	6232942	15	PFKFB3
NM_001145453.2	chr10	-	116064397	116272029	10	GFRA1
NM_001145547.1	chr10	+	6097065	6115556	12	RBM17
NM_001145719.1	chr10	+	80540896	80644081	7	SH2D4B
NM_001145966.1	chr10	-	128099189	128125667	14	MKI67
NM_001146157.2	chr10	+	87020324	87024674	3	FAM25A
NM_001146274.1	chr10	+	112950756	113165972	14	TCF7L2
NM_001146283.1	chr10	+	112950756	113165634	13	TCF7L2
NM_001146284.1	chr10	+	112950756	113165634	13	TCF7L2
NM_001146285.1	chr10	+	112950756	113165972	13	TCF7L2
NM_001146286.1	chr10	+	112950756	113165634	12	TCF7L2
NM_001146340.1	chr10	-	124447428	124449943	2	NKX1-2
NM_001149.3	chr10	-	60042690	60140367	21	ANK3
NM_001156.4	chr10	-	73376094	73400856	13	ANXA7
NM_001157.2	chr10	-	80155852	80172861	15	ANXA11
NM_001159747.1	chr10	+	96004227	96032008	12	CC2D2B
NM_001160124.1	chr10	-	3779538	3785014	4	KLF6
NM_001160125.1	chr10	-	3779552	3785014	3	KLF6
NM_001161352.1	chr10	-	76887265	77637642	28	KCNMA1
NM_001161353.1	chr10	-	76887265	77637642	28	KCNMA1
NM_001163812.1	chr10	+	100988210	100991025	5	C10orf2
NM_001163813.1	chr10	+	100989762	100993510	5	C10orf2
NM_001163814.1	chr10	+	100989762	100991025	5	C10orf2
NM_001164178.1	chr10	+	95755714	95866383	10	ENTPD1
NM_001164179.1	chr10	+	95756239	95866383	10	ENTPD1
NM_001164181.1	chr10	+	95842405	95866383	9	ENTPD1
NM_001164182.1	chr10	+	95844476	95866383	9	ENTPD1
NM_001164183.1	chr10	+	95844476	95866383	8	ENTPD1
NM_001164375.2	chr10	-	71715935	71716337	2	C10orf105
NM_001164484.1	chr10	-	49131612	49133918	2	FAM170B
NM_001164489.1	chr10	-	133263688	133276817	22	ADAM8
NM_001164490.1	chr10	-	133263155	133276817	20	ADAM8
NM_001164644.1	chr10	+	79611825	79614113	6	SFTPA1
NM_001164645.1	chr10	+	79611619	79614113	6	SFTPA1
NM_001164646.1	chr10	+	79611825	79614113	6	SFTPA1
NM_001164647.1	chr10	+	79611825	79614113	5	SFTPA1
NM_001165924.1	chr10	+	117543267	117548168	2	EMX2
NM_001165946.1	chr10	-	92454443	92483328	15	IDE
NM_001165972.1	chr10	+	81875340	82985605	9	NRG3
NM_001165973.1	chr10	+	81877960	82985605	11	NRG3
NM_001165979.2	chr10	+	94089094	94325080	32	PLCE1
NM_001166244.1	chr10	-	98459573	99235802	11	HPSE2
NM_001166245.1	chr10	-	98459573	99235802	10	HPSE2
NM_001166246.1	chr10	-	98461785	99235802	13	HPSE2
NM_001166698.1	chr10	-	59247613	59352344	15	FAM13C
NM_001167604.1	chr10	-	109865183	109923433	20	XPNPEP1
NM_001167865.1	chr10	-	121959335	121975165	11	NSMCE4A
NM_001167880.1	chr10	+	124461862	124613272	6	LHPP
NM_001167945.1	chr10	+	18141179	18539724	14	CACNB2
NM_001168390.1	chr10	-	71715935	71716337	2	C10orf105
NM_001169106.1	chr10	+	45727317	45792400	29	FAM21C
NM_001169107.1	chr10	+	45727317	45792400	28	FAM21C
NM_001170406.1	chr10	+	60780165	60785799	4	CDK1
NM_001170407.1	chr10	+	60780165	60785799	4	CDK1
NM_001170765.1	chr10	+	96949057	96955922	8	LCOR
NM_001170766.1	chr10	+	96949057	96958418	9	LCOR
NM_001171610.1	chr10	+	86668691	86732976	14	LDB3
NM_001171611.1	chr10	+	86668691	86699374	8	LDB3
NM_001171814.1	chr10	-	124397941	124408750	9	OAT
NM_001171864.1	chr10	-	5393516	5404792	4	TUBAL3
NM_001171930.1	chr10	+	71439831	71732417	32	CDH23
NM_001171931.1	chr10	+	71439831	71707129	26	CDH23
NM_001171932.1	chr10	+	71439831	71617480	11	CDH23
NM_001171933.1	chr10	+	71797111	71815278	23	CDH23
NM_001171934.1	chr10	+	71797111	71815278	22	CDH23
NM_001171935.1	chr10	+	71812291	71815278	5	CDH23
NM_001171936.1	chr10	+	71812291	71815278	4	CDH23
NM_001171971.2	chr10	+	84194760	84219276	17	CDHR1
NM_001172303.2	chr10	+	27155426	27186536	12	MASTL
NM_001172304.2	chr10	+	27155426	27186536	11	MASTL
NM_001173484.1	chr10	-	20785882	21173833	7	NEBL
NM_001174084.1	chr10	-	101579452	101587360	9	POLL
NM_001174085.1	chr10	-	101579452	101587360	9	POLL
NM_001174093.1	chr10	+	31319234	31527264	8	ZEB1
NM_001174094.1	chr10	+	31321525	31527264	9	ZEB1
NM_001174095.1	chr10	+	31319234	31527264	8	ZEB1
NM_001174096.1	chr10	+	31319234	31527264	9	ZEB1
NM_001174098.1	chr10	+	71319309	71356247	6	SLC29A3
NM_001174119.1	chr10	+	97738477	97759300	11	ZFYVE27
NM_001174120.1	chr10	+	97738477	97759300	10	ZFYVE27
NM_001174121.1	chr10	+	97744754	97759300	10	ZFYVE27
NM_001174122.1	chr10	+	97738477	97759300	9	ZFYVE27
NM_001174156.1	chr10	+	75150528	75176692	6	SAMD8
NM_001177483.1	chr10	-	21126085	21146508	2	C10orf113
NM_001177660.2	chr10	+	113567497	113588369	13	HABP2
NM_001178101.1	chr10	+	38096617	38118837	7	ZNF37A
NM_001178116.1	chr10	-	26748569	26860863	12	ABI1
NM_001178117.1	chr10	+	87504915	87552185	3	MINPP1
NM_001178118.1	chr10	+	87508204	87552478	5	MINPP1
NM_001178119.1	chr10	-	26748569	26860863	11	ABI1
NM_001178120.1	chr10	-	26748569	26860863	10	ABI1
NM_001178121.1	chr10	-	26748569	26860863	9	ABI1
NM_001178122.1	chr10	-	26748569	26860863	10	ABI1
NM_001178123.1	chr10	-	26748569	26860863	9	ABI1
NM_001178124.1	chr10	-	26748569	26860863	8	ABI1
NM_001178125.1	chr10	-	26748569	26860863	7	ABI1
NM_001178133.1	chr10	+	102504152	102619071	11	SUFU
NM_001178134.1	chr10	-	44377748	44385005	4	CXCL12
NM_001178137.1	chr10	-	92052211	92240350	10	CPEB3
NM_001184783.2	chr10	+	75211583	75230989	12	VDAC2
NM_001184785.1	chr10	-	34111168	34814995	25	PARD3
NM_001184786.1	chr10	-	34111168	34814995	24	PARD3
NM_001184787.1	chr10	-	34111168	34814995	24	PARD3
NM_001184788.1	chr10	-	34111168	34814995	24	PARD3
NM_001184789.1	chr10	-	34111168	34814995	23	PARD3
NM_001184790.1	chr10	-	34111168	34814995	23	PARD3
NM_001184791.1	chr10	-	34111168	34814995	21	PARD3
NM_001184792.1	chr10	-	34312351	34814995	21	PARD3
NM_001184793.1	chr10	-	34312351	34814995	21	PARD3
NM_001184794.1	chr10	-	34312351	34814995	20	PARD3
NM_001184823.1	chr10	+	75211158	75230989	10	VDAC2
NM_001190478.1	chr10	+	55599899	55599974	1	MTRNR2L5
NM_001190489.1	chr10	-	37601969	37602044	1	MTRNR2L7
NM_001190810.1	chr10	-	47502151	47523526	8	AGAP9
NM_001191002.1	chr10	+	104254928	104267405	5	GSTO1
NM_001191003.1	chr10	+	104255212	104267405	6	GSTO1
NM_001191013.1	chr10	+	104274915	104299284	6	GSTO2
NM_001191014.1	chr10	+	104275275	104299284	5	GSTO2
NM_001191015.1	chr10	+	104275275	104299284	4	GSTO2
NM_001193424.1	chr10	+	14878888	14902512	6	SUV39H2
NM_001193425.1	chr10	+	14896848	14902512	6	SUV39H2
NM_001193426.1	chr10	+	14878888	14902512	6	SUV39H2
NM_001193427.1	chr10	+	14896848	14902512	6	SUV39H2
NM_001193434.1	chr10	+	113767384	113780781	13	PLEKHS1
NM_001193435.1	chr10	+	113767384	113780781	11	PLEKHS1
NM_001195263.1	chr10	-	101008466	101030219	17	PDZD7
NM_001195304.1	chr10	-	110900483	110918157	5	BBIP1
NM_001195305.1	chr10	-	110900359	110918157	4	BBIP1
NM_001195306.1	chr10	-	110900359	110918157	4	BBIP1
NM_001195307.1	chr10	-	110900359	110918157	3	BBIP1
NM_001195517.1	chr10	+	101131541	101136671	3	TLX1
NM_001195518.1	chr10	-	72368194	72566793	12	MICU1
NM_001195519.1	chr10	-	72368194	72523859	7	MICU1
NM_001195602.1	chr10	-	13319141	13338800	8	SEPHS1
NM_001195604.1	chr10	-	13319141	13344950	8	SEPHS1
NM_001195608.1	chr10	+	122393200	122428380	14	PLEKHA1
NM_001195626.1	chr10	+	21534644	21741983	22	MLLT10
NM_001195627.1	chr10	+	21534644	21556677	5	MLLT10
NM_001195628.1	chr10	+	21534644	21556942	4	MLLT10
NM_001195630.1	chr10	+	21534644	21556942	4	MLLT10
NM_001195755.1	chr10	+	93566720	93587609	3	FFAR4
NM_001198525.1	chr10	+	112950756	113160661	15	TCF7L2
NM_001198526.1	chr10	+	112950756	113165972	13	TCF7L2
NM_001198527.1	chr10	+	112950756	113161585	15	TCF7L2
NM_001198528.1	chr10	+	112950756	113161585	15	TCF7L2
NM_001198529.1	chr10	+	112950756	113165634	13	TCF7L2
NM_001198530.1	chr10	+	112950756	113165634	11	TCF7L2
NM_001198531.1	chr10	+	112950756	113165634	13	TCF7L2
NM_001198696.1	chr10	-	70114177	70124084	9	AIFM2
NM_001198777.1	chr10	-	35010310	35071317	21	CUL2
NM_001198778.1	chr10	-	35010310	35074226	21	CUL2
NM_001198779.1	chr10	-	35010310	35074095	21	CUL2
NM_001198798.2	chr10	-	72097333	72213298	10	ASCC1
NM_001198799.2	chr10	-	72102368	72213298	13	ASCC1
NM_001198800.2	chr10	-	72097333	72213298	10	ASCC1
NM_001198818.1	chr10	-	50806728	50859940	14	A1CF
NM_001198819.1	chr10	-	50806728	50850787	15	A1CF
NM_001198820.1	chr10	-	50806728	50850787	14	A1CF
NM_001198828.1	chr10	+	88667297	88678681	10	LIPF
NM_001198829.1	chr10	+	88665540	88678681	11	LIPF
NM_001198830.1	chr10	+	88665540	88678681	11	LIPF
NM_001198853.1	chr10	-	95037127	95067649	9	CYP2C8
NM_001198854.1	chr10	-	95037127	95069221	8	CYP2C8
NM_001198855.1	chr10	-	95037127	95067649	10	CYP2C8
NM_001199378.1	chr10	+	102258938	102382336	40	GBF1
NM_001199379.1	chr10	+	102258938	102382336	40	GBF1
NM_001199492.1	chr10	+	110876027	110898088	12	PDCD4
NM_001199868.1	chr10	+	130136420	130179392	12	GLRX3
NM_001199938.1	chr10	-	22208882	22209983	1	EBLN1
NM_001200049.2	chr10	-	132808420	132942484	58	CFAP46
NM_001202438.1	chr10	+	125719807	125763472	25	EDRF1
NM_001202449.1	chr10	+	74176872	74708445	10	ADK
NM_001202450.1	chr10	+	74151278	74708445	10	ADK
NM_001202464.1	chr10	+	180012	252470	14	ZMYND11
NM_001202465.1	chr10	+	180012	252470	13	ZMYND11
NM_001202466.1	chr10	+	180012	252470	14	ZMYND11
NM_001202467.1	chr10	+	180012	249109	12	ZMYND11
NM_001202468.1	chr10	+	180012	249109	13	ZMYND11
NM_001203244.1	chr10	+	100972912	100984893	14	SEMA4G
NM_001204062.1	chr10	+	22316417	22329542	14	COMMD3-BMI1
NM_001204300.1	chr10	-	97226121	97292627	11	ARHGAP19
NM_001204364.1	chr10	-	122849246	122850515	4	FAM24B
NM_001204403.1	chr10	-	60042690	60733319	44	ANK3
NM_001204404.1	chr10	-	60042690	60572527	44	ANK3
NM_001204492.1	chr10	-	73815014	73874461	21	CAMK2G
NM_001204880.1	chr10	+	58361395	58368765	6	UBE2D1
NM_001206389.1	chr10	-	101770328	101774756	5	FGF8
NM_001206426.1	chr10	-	103392193	103392457	4	USMG5
NM_001206427.1	chr10	-	103392193	103392457	5	USMG5
NM_001206528.2	chr10	-	97879682	98030472	15	CRTAC1
NM_001206569.1	chr10	-	106579082	107164526	26	SORCS1
NM_001206570.1	chr10	-	106577263	107164526	26	SORCS1
