ID	type	qualifier	systematicName	geneSymbol	alias	parent.feature.name	secondary.sgdid	chromosome	start	stop	strand	genetic.position	coordinate.version	sequence.version	description
S000032571	CDS					YLR162W		12	489573	489929	W	NA	2011-02-03	1996-07-31	
S000028567	gene	Uncharacterized	YLR162W-A	RRT15		chromosome 12		12	490406	490594	W	NA	2011-02-03	2003-07-29	Putative protein of unknown function identified by fungal homology comparisons and RT-PCR; identified in a screen for mutants with decreased levels of rDNA transcription
S000031273	CDS					YLR162W-A		12	490406	490594	W	NA	2011-02-03	2003-07-29	
S000028844	gene	Dubious	YLR163W-A			chromosome 12		12	492812	492925	W	NA	2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data
S000034529	CDS					YLR163W-A		12	492812	492925	W	NA	2011-02-03	2003-07-29	
S000004153	gene	Verified	YLR163C	MAS1	mitochondrial processing protease beta subunit|MIF1	chromosome 12	L000001026|L000001108	12	493254	491866	C	NA	2011-02-03	1996-07-31	Smaller subunit of the mitochondrial processing protease (MPP), essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins
S000032649	CDS					YLR163C		12	493254	491866	C	NA	2011-02-03	1996-07-31	
S000004154	gene	Verified	YLR164W	SHH4	protein SHH4	chromosome 12		12	493883	494389	W	NA	2011-02-03	1996-07-31	Mitochondrial inner membrane protein of unknown function; similar to Tim18p; a fraction copurifies with Sdh3p, but Shh4p is neither a stoichiometric subunit of succinate dehydrogenase nor of the TIM22 translocase; expression induced by nitrogen limitation in a GLN3, GAT1-dependent manner; SHH4 has a paralog, SDH4, that arose from the whole genome duplication
S000032792	CDS					YLR164W		12	493883	494389	W	NA	2011-02-03	1996-07-31	
S000004155	gene	Verified	YLR165C	PUS5	pseudouridine synthase PUS5	chromosome 12		12	495258	494494	C	NA	2011-02-03	1996-07-31	Pseudouridine synthase, catalyzes only the formation of pseudouridine (Psi)-2819 in mitochondrial 21S rRNA; not essential for viability
S000032861	CDS					YLR165C		12	495258	494494	C	NA	2011-02-03	1996-07-31	
S000004156	gene	Verified	YLR166C	SEC10		chromosome 12	L000003428	12	498044	495429	C	NA	2011-02-03	1996-07-31	Essential 100kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion
S000033562	CDS					YLR166C		12	498044	495429	C	NA	2011-02-03	1996-07-31	
S000004157	gene	Verified	YLR167W	RPS31	ubiquitin-ribosomal 40S subunit protein S31 fusion protein|S31e|UB13|YS24|S37|S31|UBI3|RPS37	chromosome 12	L000001768|L000002413	12	498947	499405	W	NA	2011-02-03	1996-07-31	Fusion protein cleaved to yield ribosomal protein S31 and ubiquitin; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; interacts genetically with translation factor eIF2B; homologous to mammalian ribosomal protein S27A, no bacterial homolog
S000033714	CDS					YLR167W		12	498947	499405	W	NA	2011-02-03	1996-07-31	
S000004158	gene	Verified	YLR168C	UPS2	GEP1|AIM30|MSF1|MSF1	chromosome 12		12	500270	499578	C	NA	2011-02-03	1996-07-31	Mitochondrial intermembrane space protein; involved in phospholipid metabolism; has role in regulation of phospholipid metabolism by inhibiting conversion of phosphatidylethanolamine to phosphatidylcholine; null mutant has defects in mitochondrial morphology; similar to Ups1p, Ups3p and to human PRELI; UPS2 has a paralog, UPS3, that arose from the whole genome duplication
S000033771	CDS					YLR168C		12	500270	499578	C	NA	2011-02-03	1996-07-31	
S000004159	gene	Dubious	YLR169W			chromosome 12		12	500335	500688	W	NA	2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000034750	CDS					YLR169W		12	500335	500688	W	NA	2011-02-03	1996-07-31	
S000004161	gene	Dubious	YLR171W			chromosome 12		12	500733	501122	W	NA	2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000035908	CDS					YLR171W		12	500733	501122	W	NA	2011-02-03	1996-07-31	
S000004160	gene	Verified	YLR170C	APS1	YAP19	chromosome 12	L000002493	12	501049	500579	C	NA	2011-02-03	1996-07-31	Small subunit of the clathrin-associated adaptor complex AP-1, which is involved in protein sorting at the trans-Golgi network; homolog of the sigma subunit of the mammalian clathrin AP-1 complex
S000035745	CDS					YLR170C		12	501049	500579	C	NA	2011-02-03	1996-07-31	
S000004162	gene	Verified	YLR172C	DPH5	diphthine synthase	chromosome 12	L000000523	12	502162	501260	C	NA	2011-02-03	1996-07-31	Methyltransferase required for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); not essential for viability; GFP-Dph5p fusion protein localizes to the cytoplasm
S000035977	CDS					YLR172C		12	502162	501260	C	NA	2011-02-03	1996-07-31	
S000004163	gene	Uncharacterized	YLR173W			chromosome 12		12	502421	504247	W	NA	2011-02-03	1996-07-31	Putative protein of unknown function
S000036883	CDS					YLR173W		12	502421	504247	W	NA	2011-02-03	1996-07-31	
S000004164	gene	Verified	YLR174W	IDP2	isocitrate dehydrogenase (NADP(+)) IDP2	chromosome 12	L000002737	12	504591	505829	W	NA	2011-02-03	1996-07-31	Cytosolic NADP-specific isocitrate dehydrogenase; catalyzes oxidation of isocitrate to alpha-ketoglutarate; levels are elevated during growth on non-fermentable carbon sources and reduced during growth on glucose; IDP2 has a paralog, IDP3, that arose from the whole genome duplication
S000036934	CDS					YLR174W		12	504591	505829	W	NA	2011-02-03	1996-07-31	
S000004165	gene	Verified	YLR175W	CBF5	pseudouridine synthase CBF5	chromosome 12	L000000223	12	506134	507585	W	NA	2011-02-03	1996-07-31	Pseudouridine synthase catalytic subunit of box H/ACA small nucleolar ribonucleoprotein particles (snoRNPs), acts on both large and small rRNAs and on snRNA U2; mutations in human ortholog dyskerin cause the disorder dyskeratosis congenita
S000037702	CDS					YLR175W		12	506134	507585	W	NA	2011-02-03	1996-07-31	
S000004166	gene	Verified	YLR176C	RFX1	CRT1	chromosome 12	L000004129	12	510232	507797	C	NA	2011-02-03	1996-07-31	Major transcriptional repressor of DNA-damage-regulated genes, recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins
S000037720	CDS					YLR176C		12	510232	507797	C	NA	2011-02-03	1996-07-31	
S000004167	gene	Uncharacterized	YLR177W			chromosome 12		12	511054	512940	W	NA	2011-02-03	1996-07-31	Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog, PSP1, that arose from the whole genome duplication
S000037859	CDS					YLR177W		12	511054	512940	W	NA	2011-02-03	1996-07-31	
S000118476	ARS		ARS1217		ARSXII-513	chromosome 12		12	512867	513115		NA	2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000004168	gene	Verified	YLR178C	TFS1	DKA1	chromosome 12	L000002291	12	513821	513162	C	124	2011-02-03	1996-07-31	Protein that interacts with and inhibits carboxypeptidase Y and Ira2p; phosphatidylethanolamine-binding protein (PEBP) family member; targets to vacuolar membranes during stationary phase; acetylated by NatB N-terminal acetyltransferase; protein abundance increases in response to DNA replication stress
S000037879	CDS					YLR178C		12	513821	513162	C	NA	2011-02-03	1996-07-31	
S000004169	gene	Verified	YLR179C			chromosome 12		12	514713	514108	C	NA	2011-02-03	1996-07-31	Protein of unknown function with similarity to Tfs1p; transcription is activated by paralogous proteins Yrm1p and Yrr1p along with proteins involved in multidrug resistance; GFP-tagged protein localizes to the cytoplasm and nucleus
S000030817	CDS					YLR179C		12	514713	514108	C	NA	2011-02-03	1996-07-31	
S000004170	gene	Verified	YLR180W	SAM1	methionine adenosyltransferase SAM1|ETH10	chromosome 12	L000001798	12	515262	516410	W	NA	2011-02-03	1996-07-31	S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; SAM1 has a paralog, SAM2, that arose from the whole genome duplication
S000031889	CDS					YLR180W		12	515262	516410	W	NA	2011-02-03	1996-07-31	
S000004171	gene	Verified	YLR181C	VTA1		chromosome 12		12	517670	516678	C	NA	2011-02-03	1996-07-31	Multivesicular body (MVB) protein involved in endosomal protein sorting; regulates Vps4p activity by promoting its oligomerization; has an N-terminal Vps60- and Did2- binding domain, a linker region, and a C-terminal Vps4p binding domain
S000031945	CDS					YLR181C		12	517670	516678	C	NA	2011-02-03	1996-07-31	
S000004172	gene	Verified	YLR182W	SWI6	SDS11|PSL8	chromosome 12	L000002254	12	517940	520351	W	NA	2011-02-03	1996-07-31	Transcription cofactor; forms complexes with Swi4p and Mbp1p to regulate transcription at the G1/S transition; involved in meiotic gene expression; also binds Stb1p to regulate transcription at START; cell wall stress induces phosphorylation by Mpk1p, which regulates Swi6p localization; required for the unfolded protein response, independently of its known transcriptional coactivators
S000032961	CDS					YLR182W		12	517940	520351	W	NA	2011-02-03	1996-07-31	
S000004173	gene	Verified	YLR183C	TOS4		chromosome 12		12	522012	520543	C	NA	2011-02-03	1996-07-31	Putative transcription factor, contains Forkhead Associated domain; found associated with chromatin; target of SBF transcription factor; expression is periodic and peaks in G1; relative distribution to the nucleus increases upon DNA replication stress; TOS4 has a paralog, PLM2, that arose from the whole genome duplication
S000032995	CDS					YLR183C		12	522012	520543	C	NA	2011-02-03	1996-07-31	
S000004174	gene	Dubious	YLR184W			chromosome 12		12	522106	522453	W	NA	2011-02-03	1996-07-31	Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000033139	CDS					YLR184W		12	522106	522453	W	NA	2011-02-03	1996-07-31	
S000004175	gene	Verified	YLR185W	RPL37A	ribosomal 60S subunit protein L37A|L37e|YL35|L43|L37A	chromosome 12	L000002884	12	522663	523288	W	NA	2011-02-03	1996-07-31	Ribosomal 60S subunit protein L37A; homologous to mammalian ribosomal protein L37, no bacterial homolog; RPL37A has a paralog, RPL37B, that arose from the whole genome duplication
S000033905	CDS					YLR185W		12	522663	522669	W	NA	2011-02-03	1996-07-31	
S000033906	CDS					YLR185W		12	523029	523288	W	NA	2011-02-03	1996-07-31	
S000033907	intron					YLR185W		12	522670	523028	W	NA	2011-02-03	1996-07-31	
S000004176	gene	Verified	YLR186W	EMG1	NEP1	chromosome 12		12	523632	524390	W	NA	2011-02-03	1996-07-31	Methyltransferase for rRNA; catalyzes methylation of the pseudouridine residue 1191 of 18S rRNA; member of the SPOUT methyltransferase family; required for maturation of 18S rRNA and for 40S ribosomal subunit production independently of methyltransferase activity; forms homodimers; human ortholog is mutated in Bowen-Conradi syndrome, and the equivalent mutation in yeast affects Emg1p dimerization and localization but not its methyltransferase activity
S000034031	CDS					YLR186W		12	523632	524390	W	NA	2011-02-03	1996-07-31	
S000004177	gene	Verified	YLR187W	SKG3		chromosome 12		12	524865	527945	W	NA	2011-02-03	1996-07-31	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; potential Cdc28p substrate; similar to Skg4p; relocalizes from bud neck to cytoplasm upon DNA replication stress; SKG3 has a paralog, CAF120, that arose from the whole genome duplication
S000034134	CDS					YLR187W		12	524865	527945	W	NA	2011-02-03	1996-07-31	
S000004178	gene	Verified	YLR188W	MDL1	ATP-binding cassette permease MDL1	chromosome 12	L000001049	12	528300	530387	W	NA	2011-02-03	1996-07-31	Mitochondrial inner membrane half-type ATP-binding cassette (ABC) transporter, mediates export of peptides generated upon proteolysis of mitochondrial proteins, plays a role in the regulation of cellular resistance to oxidative stress
S000034239	CDS					YLR188W		12	528300	530387	W	NA	2011-02-03	1996-07-31	
S000004179	gene	Verified	YLR189C	ATG26	UGT51	chromosome 12	L000004808	12	534393	530797	C	NA	2011-02-03	1996-07-31	UDP-glucose:sterol glucosyltransferase, conserved enzyme involved in synthesis of sterol glucoside membrane lipids; in contrast to ATG26 from P. pastoris, S. cerevisiae ATG26 is not involved in autophagy
S000035108	CDS					YLR189C		12	534393	530797	C	NA	2011-02-03	1996-07-31	
S000004180	gene	Verified	YLR190W	MMR1		chromosome 12		12	535214	536689	W	NA	2011-02-03	1996-07-31	Phosphorylated protein of the mitochondrial outer membrane, localizes only to mitochondria of the bud; interacts with Myo2p to mediate mitochondrial distribution to buds; mRNA is targeted to the bud via the transport system involving She2p
S000036058	CDS					YLR190W		12	535214	536689	W	NA	2011-02-03	1996-07-31	
S000004181	gene	Verified	YLR191W	PEX13	PAS20	chromosome 12	L000003024	12	537272	538432	W	NA	2011-02-03	1996-07-31	Integral peroxisomal membrane protein required for translocation of peroxisomal matrix proteins, interacts with the PTS1 signal recognition factor Pex5p and the PTS2 signal recognition factor Pex7p, forms a complex with Pex14p and Pex17p
S000036199	CDS					YLR191W		12	537272	538432	W	NA	2011-02-03	1996-07-31	
S000004182	gene	Verified	YLR192C	HCR1		chromosome 12	S000007439	12	539589	538792	C	NA	2011-02-03	1996-07-31	Dual function protein involved in translation initiation as a substoichiometric component (eIF3j) of translation initiation factor 3 (eIF3) and required for processing of 20S pre-rRNA; binds to eIF3 subunits Rpg1p and Prt1p and 18S rRNA
S000036241	CDS					YLR192C		12	539589	538792	C	NA	2011-02-03	1996-07-31	
S000004183	gene	Verified	YLR193C	UPS1		chromosome 12		12	540536	540009	C	NA	2011-02-03	1996-07-31	Phosphatidic acid transfer protein; plays a role in phospholipid metabolism by transporting phosphatidic acid from the outer to the inner mitochondrial membrane; localizes to the mitochondrial intermembrane space; null mutant has altered cardiolipin and phosphatidic acid levels; ortholog of human PRELI
S000031730	CDS					YLR193C		12	540536	540009	C	NA	2011-02-03	1996-07-31	
S000004184	gene	Verified	YLR194C			chromosome 12		12	541573	540809	C	NA	2011-02-03	1996-07-31	Structural constituent of the cell wall attached to the plasma membrane by a GPI-anchor; expression is upregulated in response to cell wall stress
S000031877	CDS					YLR194C		12	541573	540809	C	NA	2011-02-03	1996-07-31	
S000004185	gene	Verified	YLR195C	NMT1	CDC72	chromosome 12	L000001259	12	543304	541937	C	142	2011-02-03	1996-07-31	N-myristoyl transferase, catalyzes the cotranslational, covalent attachment of myristic acid to the N-terminal glycine residue of several proteins involved in cellular growth and signal transduction
S000031996	CDS					YLR195C		12	543304	541937	C	NA	2011-02-03	1996-07-31	
S000004186	gene	Verified	YLR196W	PWP1		chromosome 12	L000001539	12	543968	545698	W	NA	2011-02-03	1996-07-31	Protein with WD-40 repeats involved in rRNA processing; associates with trans-acting ribosome biogenesis factors; similar to beta-transducin superfamily
S000037527	CDS					YLR196W		12	543968	545698	W	NA	2011-02-03	1996-07-31	
S000004187	gene	Verified	YLR197W	NOP56	SIK1	chromosome 12	L000002982	12	546097	547611	W	NA	2011-02-03	1996-07-31	Essential evolutionarily-conserved nucleolar protein component of the box C/D snoRNP complexes that direct 2-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects
S000037605	CDS					YLR197W		12	546097	547611	W	NA	2011-02-03	1996-07-31	
S000004188	gene	Dubious	YLR198C			chromosome 12		12	547645	547286	C	NA	2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene SIK1/YLR197W
S000037636	CDS					YLR198C		12	547645	547286	C	NA	2011-02-03	1996-07-31	
S000004189	gene	Verified	YLR199C	PBA1	POC1	chromosome 12		12	548769	547853	C	NA	2011-02-03	2003-09-27|1996-07-31	Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly
S000030462	CDS					YLR199C		12	548677	547853	C	NA	2011-02-03	2003-09-27|1996-07-31	
